CRS_DEP_TIME,DELAY_DEP_TIME,CARRIER,DEST,ORIGIN,WEATHER,DAY_WEEK,DAY_MONTH,FLIGHT_STATUS
15,1,RU,EWR,BWI,0,3,7,ontime
17,1,RU,EWR,BWI,0,3,7,delayed
10,1,RU,EWR,BWI,0,3,7,delayed
13,0,CO,EWR,DCA,0,3,7,ontime
19,1,CO,EWR,DCA,0,3,7,delayed
17,1,CO,EWR,DCA,0,3,7,delayed
7,0,CO,EWR,DCA,0,3,7,ontime
8,0,DH,EWR,IAD,0,3,7,ontime
17,1,DH,EWR,IAD,0,3,7,ontime
12,1,DH,EWR,IAD,0,3,7,delayed
21,0,DH,EWR,IAD,0,3,7,ontime
6,0,DH,EWR,IAD,0,3,7,ontime
14,1,DH,EWR,IAD,0,3,7,ontime
14,0,RU,EWR,DCA,0,3,7,ontime
7,1,RU,EWR,IAD,0,3,7,delayed
15,0,RU,EWR,IAD,0,3,7,delayed
9,0,RU,EWR,DCA,0,3,7,ontime
13,0,RU,EWR,IAD,0,3,7,ontime
17,0,RU,EWR,IAD,0,3,7,ontime
19,1,RU,EWR,IAD,0,3,7,delayed
6,0,RU,EWR,DCA,0,3,7,ontime
21,0,RU,EWR,DCA,0,3,7,ontime
15,0,RU,EWR,DCA,0,3,7,ontime
16,0,RU,EWR,DCA,0,3,7,ontime
15,0,OH,JFK,BWI,0,4,8,ontime
16,0,DH,JFK,DCA,0,4,8,delayed
12,0,DH,LGA,IAD,0,4,8,ontime
15,1,DH,LGA,IAD,0,4,8,delayed
17,0,DH,LGA,IAD,0,4,8,delayed
21,1,DH,LGA,IAD,0,4,8,delayed
6,1,DH,LGA,IAD,0,4,8,ontime
10,0,DH,LGA,IAD,0,4,8,ontime
8,1,DH,JFK,IAD,0,4,8,ontime
12,0,DH,JFK,IAD,0,4,8,ontime
15,0,DH,JFK,IAD,0,4,8,ontime
16,0,DH,JFK,IAD,0,4,8,ontime
17,0,DH,JFK,IAD,0,4,8,ontime
21,1,DH,JFK,IAD,0,4,8,ontime
16,0,DH,JFK,IAD,0,4,8,ontime
15,1,DL,JFK,DCA,0,4,8,delayed
6,0,DL,LGA,DCA,0,4,8,ontime
7,0,DL,LGA,DCA,0,4,8,ontime
8,0,DL,LGA,DCA,0,4,8,ontime
9,1,DL,LGA,DCA,0,4,8,ontime
10,0,DL,LGA,DCA,0,4,8,ontime
11,0,DL,LGA,DCA,0,4,8,ontime
12,1,DL,LGA,DCA,0,4,8,ontime
13,0,DL,LGA,DCA,0,4,8,ontime
14,0,DL,LGA,DCA,0,4,8,ontime
15,1,DL,LGA,DCA,0,4,8,ontime
16,0,DL,LGA,DCA,0,4,8,ontime
17,1,DL,LGA,DCA,0,4,8,ontime
18,1,DL,LGA,DCA,0,4,8,ontime
19,0,DL,LGA,DCA,0,4,8,ontime
20,0,DL,LGA,DCA,0,4,8,ontime
15,0,MQ,JFK,DCA,0,4,8,ontime
6,0,MQ,JFK,DCA,0,4,8,ontime
18,1,MQ,JFK,DCA,0,4,8,ontime
7,1,MQ,LGA,DCA,0,4,8,ontime
8,0,MQ,LGA,DCA,0,4,8,ontime
9,0,MQ,LGA,DCA,0,4,8,ontime
11,0,MQ,LGA,DCA,0,4,8,ontime
13,0,MQ,LGA,DCA,0,4,8,ontime
14,0,MQ,LGA,DCA,0,4,8,ontime
15,0,MQ,LGA,DCA,0,4,8,ontime
16,0,MQ,LGA,DCA,0,4,8,ontime
19,0,MQ,LGA,DCA,0,4,8,ontime
8,0,UA,LGA,IAD,0,4,8,ontime
6,0,US,LGA,DCA,0,4,8,ontime
7,0,US,LGA,DCA,0,4,8,ontime
8,0,US,LGA,DCA,0,4,8,ontime
9,0,US,LGA,DCA,0,4,8,ontime
10,0,US,LGA,DCA,0,4,8,ontime
11,0,US,LGA,DCA,0,4,8,ontime
12,0,US,LGA,DCA,0,4,8,ontime
13,0,US,LGA,DCA,0,4,8,ontime
14,1,US,LGA,DCA,0,4,8,ontime
15,0,US,LGA,DCA,0,4,8,ontime
16,0,US,LGA,DCA,0,4,8,ontime
17,1,US,LGA,DCA,0,4,8,delayed
18,0,US,LGA,DCA,0,4,8,ontime
19,1,US,LGA,DCA,0,4,8,delayed
20,1,US,LGA,DCA,0,4,8,delayed
21,0,US,LGA,DCA,0,4,8,ontime
17,1,RU,EWR,BWI,0,4,8,ontime
15,1,RU,EWR,BWI,0,4,8,ontime
10,0,RU,EWR,BWI,0,4,8,ontime
7,0,RU,EWR,BWI,0,4,8,ontime
17,0,CO,EWR,DCA,0,4,8,ontime
7,0,CO,EWR,DCA,0,4,8,ontime
13,0,CO,EWR,DCA,0,4,8,ontime
19,0,CO,EWR,DCA,0,4,8,ontime
8,0,DH,EWR,IAD,0,4,8,ontime
17,0,DH,EWR,IAD,0,4,8,ontime
12,0,DH,EWR,IAD,0,4,8,ontime
21,0,DH,EWR,IAD,0,4,8,ontime
6,0,DH,EWR,IAD,0,4,8,ontime
14,0,DH,EWR,IAD,0,4,8,ontime
15,0,RU,EWR,IAD,0,4,8,ontime
19,0,RU,EWR,IAD,0,4,8,ontime
13,0,RU,EWR,IAD,0,4,8,ontime
16,0,RU,EWR,DCA,0,4,8,ontime
6,1,RU,EWR,DCA,0,4,8,delayed
14,0,RU,EWR,DCA,0,4,8,ontime
7,1,RU,EWR,IAD,0,4,8,ontime
17,0,RU,EWR,IAD,0,4,8,ontime
9,0,RU,EWR,DCA,0,4,8,ontime
21,0,RU,EWR,DCA,0,4,8,ontime
15,1,RU,EWR,DCA,0,4,8,ontime
15,0,OH,JFK,BWI,0,5,9,ontime
16,0,DH,JFK,DCA,0,5,9,ontime
12,1,DH,LGA,IAD,0,5,9,ontime
15,1,DH,LGA,IAD,0,5,9,delayed
17,1,DH,LGA,IAD,0,5,9,delayed
21,1,DH,LGA,IAD,0,5,9,ontime
6,1,DH,LGA,IAD,0,5,9,delayed
10,1,DH,LGA,IAD,0,5,9,ontime
8,0,DH,JFK,IAD,0,5,9,delayed
12,0,DH,JFK,IAD,0,5,9,ontime
15,0,DH,JFK,IAD,0,5,9,ontime
16,0,DH,JFK,IAD,0,5,9,ontime
17,0,DH,JFK,IAD,0,5,9,ontime
21,0,DH,JFK,IAD,0,5,9,ontime
16,1,DH,JFK,IAD,0,5,9,ontime
15,1,DL,JFK,DCA,0,5,9,ontime
6,0,DL,LGA,DCA,0,5,9,ontime
7,0,DL,LGA,DCA,0,5,9,delayed
8,1,DL,LGA,DCA,0,5,9,ontime
9,0,DL,LGA,DCA,0,5,9,ontime
10,1,DL,LGA,DCA,0,5,9,ontime
11,1,DL,LGA,DCA,0,5,9,ontime
12,0,DL,LGA,DCA,0,5,9,ontime
13,0,DL,LGA,DCA,0,5,9,ontime
14,1,DL,LGA,DCA,0,5,9,ontime
15,0,DL,LGA,DCA,0,5,9,ontime
16,1,DL,LGA,DCA,0,5,9,ontime
17,1,DL,LGA,DCA,0,5,9,ontime
18,0,DL,LGA,DCA,0,5,9,ontime
19,1,DL,LGA,DCA,0,5,9,ontime
20,0,DL,LGA,DCA,0,5,9,ontime
15,1,MQ,JFK,DCA,0,5,9,ontime
6,0,MQ,JFK,DCA,0,5,9,ontime
18,1,MQ,JFK,DCA,0,5,9,delayed
8,1,MQ,LGA,DCA,0,5,9,delayed
9,0,MQ,LGA,DCA,0,5,9,ontime
11,1,MQ,LGA,DCA,0,5,9,delayed
13,0,MQ,LGA,DCA,0,5,9,ontime
14,0,MQ,LGA,DCA,0,5,9,ontime
15,1,MQ,LGA,DCA,0,5,9,ontime
16,1,MQ,LGA,DCA,0,5,9,delayed
17,0,MQ,LGA,DCA,0,5,9,ontime
19,1,MQ,LGA,DCA,0,5,9,delayed
8,1,UA,LGA,IAD,0,5,9,delayed
6,0,US,LGA,DCA,0,5,9,ontime
7,0,US,LGA,DCA,0,5,9,ontime
8,0,US,LGA,DCA,0,5,9,ontime
10,0,US,LGA,DCA,0,5,9,ontime
11,0,US,LGA,DCA,0,5,9,ontime
12,0,US,LGA,DCA,0,5,9,ontime
13,0,US,LGA,DCA,0,5,9,ontime
14,0,US,LGA,DCA,0,5,9,ontime
15,0,US,LGA,DCA,0,5,9,ontime
16,0,US,LGA,DCA,0,5,9,ontime
17,0,US,LGA,DCA,0,5,9,ontime
18,0,US,LGA,DCA,0,5,9,ontime
19,1,US,LGA,DCA,0,5,9,ontime
20,0,US,LGA,DCA,0,5,9,ontime
21,0,US,LGA,DCA,0,5,9,ontime
17,0,RU,EWR,BWI,0,5,9,ontime
15,0,RU,EWR,BWI,0,5,9,ontime
10,1,RU,EWR,BWI,0,5,9,delayed
7,0,RU,EWR,BWI,0,5,9,ontime
17,0,CO,EWR,DCA,0,5,9,ontime
19,0,CO,EWR,DCA,0,5,9,ontime
13,0,CO,EWR,DCA,0,5,9,ontime
7,0,CO,EWR,DCA,0,5,9,ontime
8,0,DH,EWR,IAD,0,5,9,ontime
17,0,DH,EWR,IAD,0,5,9,ontime
12,0,DH,EWR,IAD,0,5,9,ontime
21,1,DH,EWR,IAD,0,5,9,ontime
6,0,DH,EWR,IAD,0,5,9,ontime
14,0,DH,EWR,IAD,0,5,9,ontime
16,0,RU,EWR,DCA,0,5,9,ontime
15,1,RU,EWR,DCA,0,5,9,ontime
14,0,RU,EWR,DCA,0,5,9,ontime
7,0,RU,EWR,IAD,0,5,9,delayed
13,0,RU,EWR,IAD,0,5,9,ontime
19,0,RU,EWR,IAD,0,5,9,ontime
15,0,RU,EWR,IAD,0,5,9,ontime
9,0,RU,EWR,DCA,0,5,9,ontime
21,0,RU,EWR,DCA,0,5,9,ontime
17,0,RU,EWR,IAD,0,5,9,ontime
6,0,RU,EWR,DCA,0,5,9,ontime
15,0,OH,JFK,BWI,0,6,10,ontime
16,0,DH,JFK,DCA,0,6,10,delayed
12,0,DH,LGA,IAD,0,6,10,ontime
17,0,DH,LGA,IAD,0,6,10,ontime
21,1,DH,LGA,IAD,0,6,10,ontime
8,1,DH,JFK,IAD,0,6,10,delayed
12,1,DH,JFK,IAD,0,6,10,delayed
16,0,DH,JFK,IAD,0,6,10,ontime
17,0,DH,JFK,IAD,0,6,10,ontime
21,1,DH,JFK,IAD,0,6,10,ontime
18,0,DH,JFK,IAD,0,6,10,ontime
15,1,DL,JFK,DCA,0,6,10,delayed
7,0,DL,LGA,DCA,0,6,10,ontime
8,1,DL,LGA,DCA,0,6,10,ontime
10,0,DL,LGA,DCA,0,6,10,ontime
12,0,DL,LGA,DCA,0,6,10,ontime
14,0,DL,LGA,DCA,0,6,10,ontime
16,0,DL,LGA,DCA,0,6,10,ontime
18,0,DL,LGA,DCA,0,6,10,ontime
20,1,DL,LGA,DCA,0,6,10,ontime
15,0,MQ,JFK,DCA,0,6,10,ontime
6,0,MQ,JFK,DCA,0,6,10,delayed
18,0,MQ,JFK,DCA,0,6,10,ontime
9,0,MQ,LGA,DCA,0,6,10,ontime
13,1,MQ,LGA,DCA,0,6,10,ontime
8,0,UA,LGA,IAD,0,6,10,ontime
7,0,US,LGA,DCA,0,6,10,ontime
9,0,US,LGA,DCA,0,6,10,ontime
11,0,US,LGA,DCA,0,6,10,ontime
13,0,US,LGA,DCA,0,6,10,ontime
15,0,US,LGA,DCA,0,6,10,ontime
17,0,US,LGA,DCA,0,6,10,ontime
19,0,US,LGA,DCA,0,6,10,ontime
17,1,RU,EWR,BWI,0,6,10,ontime
15,0,RU,EWR,BWI,0,6,10,ontime
7,0,RU,EWR,BWI,0,6,10,ontime
10,0,RU,EWR,BWI,0,6,10,ontime
13,0,CO,EWR,DCA,0,6,10,ontime
8,1,DH,EWR,IAD,0,6,10,ontime
17,0,DH,EWR,IAD,0,6,10,ontime
12,1,DH,EWR,IAD,0,6,10,ontime
21,0,DH,EWR,IAD,0,6,10,ontime
17,0,RU,EWR,IAD,0,6,10,ontime
7,0,RU,EWR,IAD,0,6,10,ontime
16,0,RU,EWR,DCA,0,6,10,ontime
15,0,RU,EWR,IAD,0,6,10,ontime
6,0,RU,EWR,DCA,0,6,10,ontime
17,0,RU,EWR,DCA,0,6,10,ontime
14,0,RU,EWR,DCA,0,6,10,ontime
9,0,RU,EWR,DCA,0,6,10,ontime
15,0,OH,JFK,BWI,0,7,11,ontime
16,0,DH,JFK,DCA,0,7,11,ontime
12,1,DH,LGA,IAD,0,7,11,ontime
15,1,DH,LGA,IAD,0,7,11,ontime
17,0,DH,LGA,IAD,0,7,11,ontime
21,0,DH,LGA,IAD,0,7,11,ontime
8,0,DH,JFK,IAD,0,7,11,ontime
12,0,DH,JFK,IAD,0,7,11,ontime
15,1,DH,JFK,IAD,0,7,11,delayed
16,0,DH,JFK,IAD,0,7,11,ontime
17,0,DH,JFK,IAD,0,7,11,ontime
21,1,DH,JFK,IAD,0,7,11,delayed
16,1,DH,JFK,IAD,0,7,11,ontime
15,1,DL,JFK,DCA,0,7,11,delayed
8,0,DL,LGA,DCA,0,7,11,ontime
10,0,DL,LGA,DCA,0,7,11,ontime
11,0,DL,LGA,DCA,0,7,11,ontime
12,1,DL,LGA,DCA,0,7,11,ontime
13,0,DL,LGA,DCA,0,7,11,ontime
14,0,DL,LGA,DCA,0,7,11,ontime
15,0,DL,LGA,DCA,0,7,11,ontime
16,0,DL,LGA,DCA,0,7,11,ontime
17,1,DL,LGA,DCA,0,7,11,ontime
18,1,DL,LGA,DCA,0,7,11,ontime
19,0,DL,LGA,DCA,0,7,11,ontime
20,1,DL,LGA,DCA,0,7,11,ontime
15,0,MQ,JFK,DCA,0,7,11,ontime
6,0,MQ,JFK,DCA,0,7,11,ontime
9,0,MQ,JFK,DCA,0,7,11,ontime
18,1,MQ,JFK,DCA,0,7,11,delayed
13,0,MQ,LGA,DCA,0,7,11,delayed
15,0,MQ,LGA,DCA,0,7,11,ontime
17,0,MQ,LGA,DCA,0,7,11,ontime
19,0,MQ,LGA,DCA,0,7,11,ontime
8,0,UA,LGA,IAD,0,7,11,ontime
9,0,US,LGA,DCA,0,7,11,ontime
10,0,US,LGA,DCA,0,7,11,ontime
11,0,US,LGA,DCA,0,7,11,ontime
12,1,US,LGA,DCA,0,7,11,ontime
13,0,US,LGA,DCA,0,7,11,ontime
14,0,US,LGA,DCA,0,7,11,ontime
15,0,US,LGA,DCA,0,7,11,ontime
16,0,US,LGA,DCA,0,7,11,ontime
17,0,US,LGA,DCA,0,7,11,ontime
18,0,US,LGA,DCA,0,7,11,ontime
19,0,US,LGA,DCA,0,7,11,ontime
20,1,US,LGA,DCA,0,7,11,ontime
21,0,US,LGA,DCA,0,7,11,ontime
17,1,RU,EWR,BWI,0,7,11,ontime
10,0,RU,EWR,BWI,0,7,11,ontime
13,0,RU,EWR,BWI,0,7,11,ontime
15,0,RU,EWR,BWI,0,7,11,ontime
19,0,CO,EWR,DCA,0,7,11,ontime
13,0,CO,EWR,DCA,0,7,11,ontime
16,0,CO,EWR,DCA,0,7,11,ontime
8,0,DH,EWR,IAD,0,7,11,ontime
17,0,DH,EWR,IAD,0,7,11,ontime
12,0,DH,EWR,IAD,0,7,11,ontime
21,0,DH,EWR,IAD,0,7,11,ontime
14,1,DH,EWR,IAD,0,7,11,delayed
21,0,RU,EWR,DCA,0,7,11,ontime
8,0,RU,EWR,IAD,0,7,11,ontime
17,0,RU,EWR,IAD,0,7,11,ontime
17,0,RU,EWR,DCA,0,7,11,ontime
14,0,RU,EWR,DCA,0,7,11,ontime
9,0,RU,EWR,DCA,0,7,11,ontime
15,1,RU,EWR,IAD,0,7,11,ontime
19,0,RU,EWR,IAD,0,7,11,ontime
15,0,OH,JFK,BWI,0,1,12,ontime
16,0,DH,JFK,DCA,0,1,12,ontime
12,0,DH,LGA,IAD,0,1,12,ontime
15,0,DH,LGA,IAD,0,1,12,ontime
17,0,DH,LGA,IAD,0,1,12,ontime
21,0,DH,LGA,IAD,0,1,12,ontime
6,1,DH,LGA,IAD,0,1,12,delayed
10,0,DH,LGA,IAD,0,1,12,ontime
8,0,DH,JFK,IAD,0,1,12,ontime
12,0,DH,JFK,IAD,0,1,12,ontime
15,1,DH,JFK,IAD,0,1,12,delayed
16,0,DH,JFK,IAD,0,1,12,ontime
17,0,DH,JFK,IAD,0,1,12,ontime
21,0,DH,JFK,IAD,0,1,12,ontime
15,0,DL,JFK,DCA,0,1,12,ontime
6,0,DL,LGA,DCA,0,1,12,ontime
7,1,DL,LGA,DCA,0,1,12,ontime
8,0,DL,LGA,DCA,0,1,12,ontime
9,1,DL,LGA,DCA,0,1,12,delayed
10,0,DL,LGA,DCA,0,1,12,ontime
11,1,DL,LGA,DCA,0,1,12,ontime
12,0,DL,LGA,DCA,0,1,12,ontime
13,0,DL,LGA,DCA,0,1,12,ontime
14,1,DL,LGA,DCA,0,1,12,ontime
15,0,DL,LGA,DCA,0,1,12,ontime
16,0,DL,LGA,DCA,0,1,12,ontime
17,0,DL,LGA,DCA,0,1,12,ontime
18,0,DL,LGA,DCA,0,1,12,ontime
19,0,DL,LGA,DCA,0,1,12,ontime
20,0,DL,LGA,DCA,0,1,12,ontime
15,0,MQ,JFK,DCA,0,1,12,ontime
6,0,MQ,JFK,DCA,0,1,12,ontime
18,0,MQ,JFK,DCA,0,1,12,ontime
7,0,MQ,LGA,DCA,0,1,12,delayed
8,0,MQ,LGA,DCA,0,1,12,ontime
9,0,MQ,LGA,DCA,0,1,12,ontime
11,0,MQ,LGA,DCA,0,1,12,ontime
13,0,MQ,LGA,DCA,0,1,12,ontime
15,0,MQ,LGA,DCA,0,1,12,ontime
16,0,MQ,LGA,DCA,0,1,12,ontime
17,0,MQ,LGA,DCA,0,1,12,ontime
19,1,MQ,LGA,DCA,0,1,12,ontime
8,0,UA,LGA,IAD,0,1,12,ontime
6,0,US,LGA,DCA,0,1,12,ontime
7,0,US,LGA,DCA,0,1,12,delayed
8,0,US,LGA,DCA,0,1,12,ontime
9,0,US,LGA,DCA,0,1,12,ontime
10,0,US,LGA,DCA,0,1,12,ontime
11,0,US,LGA,DCA,0,1,12,delayed
12,0,US,LGA,DCA,0,1,12,ontime
13,0,US,LGA,DCA,0,1,12,ontime
14,0,US,LGA,DCA,0,1,12,ontime
15,0,US,LGA,DCA,0,1,12,ontime
16,0,US,LGA,DCA,0,1,12,ontime
17,0,US,LGA,DCA,0,1,12,delayed
18,0,US,LGA,DCA,0,1,12,ontime
19,0,US,LGA,DCA,0,1,12,ontime
20,0,US,LGA,DCA,0,1,12,ontime
21,0,US,LGA,DCA,0,1,12,ontime
7,0,RU,EWR,BWI,0,1,12,ontime
15,1,RU,EWR,BWI,0,1,12,delayed
17,0,RU,EWR,BWI,0,1,12,ontime
10,1,RU,EWR,BWI,0,1,12,ontime
7,0,CO,EWR,DCA,0,1,12,ontime
13,0,CO,EWR,DCA,0,1,12,ontime
17,1,CO,EWR,DCA,0,1,12,delayed
19,0,CO,EWR,DCA,0,1,12,ontime
8,0,DH,EWR,IAD,0,1,12,ontime
17,0,DH,EWR,IAD,0,1,12,ontime
12,1,DH,EWR,IAD,0,1,12,delayed
21,0,DH,EWR,IAD,0,1,12,ontime
6,0,DH,EWR,IAD,0,1,12,ontime
14,0,DH,EWR,IAD,0,1,12,ontime
14,0,RU,EWR,DCA,0,1,12,ontime
9,0,RU,EWR,DCA,0,1,12,ontime
15,0,RU,EWR,DCA,0,1,12,ontime
17,0,RU,EWR,IAD,0,1,12,ontime
19,0,RU,EWR,IAD,0,1,12,ontime
21,0,RU,EWR,DCA,0,1,12,ontime
13,0,RU,EWR,IAD,0,1,12,ontime
6,1,RU,EWR,DCA,0,1,12,ontime
16,0,RU,EWR,DCA,0,1,12,ontime
7,0,RU,EWR,IAD,0,1,12,ontime
15,0,RU,EWR,IAD,0,1,12,ontime
15,0,OH,JFK,BWI,0,2,13,ontime
16,0,DH,JFK,DCA,0,2,13,ontime
12,0,DH,LGA,IAD,0,2,13,ontime
17,1,DH,LGA,IAD,0,2,13,delayed
21,1,DH,LGA,IAD,0,2,13,ontime
6,1,DH,LGA,IAD,0,2,13,delayed
10,0,DH,LGA,IAD,0,2,13,ontime
8,0,DH,JFK,IAD,0,2,13,ontime
12,0,DH,JFK,IAD,0,2,13,ontime
15,0,DH,JFK,IAD,0,2,13,ontime
16,0,DH,JFK,IAD,0,2,13,ontime
17,0,DH,JFK,IAD,0,2,13,ontime
21,1,DH,JFK,IAD,0,2,13,ontime
16,1,DH,JFK,IAD,0,2,13,delayed
15,0,DL,JFK,DCA,0,2,13,ontime
6,0,DL,LGA,DCA,0,2,13,ontime
7,0,DL,LGA,DCA,0,2,13,ontime
8,1,DL,LGA,DCA,0,2,13,ontime
9,0,DL,LGA,DCA,0,2,13,ontime
10,0,DL,LGA,DCA,0,2,13,ontime
11,0,DL,LGA,DCA,0,2,13,ontime
12,0,DL,LGA,DCA,0,2,13,ontime
13,0,DL,LGA,DCA,0,2,13,ontime
14,0,DL,LGA,DCA,0,2,13,ontime
15,0,DL,LGA,DCA,0,2,13,ontime
16,1,DL,LGA,DCA,0,2,13,delayed
17,1,DL,LGA,DCA,0,2,13,ontime
18,0,DL,LGA,DCA,0,2,13,ontime
19,0,DL,LGA,DCA,0,2,13,ontime
20,0,DL,LGA,DCA,0,2,13,delayed
15,0,MQ,JFK,DCA,0,2,13,ontime
6,0,MQ,JFK,DCA,0,2,13,ontime
18,1,MQ,JFK,DCA,0,2,13,delayed
7,0,MQ,LGA,DCA,0,2,13,ontime
8,0,MQ,LGA,DCA,0,2,13,ontime
9,0,MQ,LGA,DCA,0,2,13,ontime
11,0,MQ,LGA,DCA,0,2,13,ontime
13,0,MQ,LGA,DCA,0,2,13,ontime
14,1,MQ,LGA,DCA,0,2,13,ontime
15,0,MQ,LGA,DCA,0,2,13,ontime
16,1,MQ,LGA,DCA,0,2,13,delayed
17,1,MQ,LGA,DCA,0,2,13,delayed
19,1,MQ,LGA,DCA,0,2,13,delayed
8,0,UA,LGA,IAD,0,2,13,ontime
6,0,US,LGA,DCA,0,2,13,ontime
7,0,US,LGA,DCA,0,2,13,ontime
8,0,US,LGA,DCA,0,2,13,ontime
9,0,US,LGA,DCA,0,2,13,ontime
