CRS_DEP_TIME,DELAY_DEP_TIME,CARRIER,DEST,ORIGIN,WEATHER,DAY_WEEK,DAY_MONTH,FLIGHT_STATUS
10,0,US,LGA,DCA,0,2,13,ontime
11,0,US,LGA,DCA,0,2,13,ontime
12,0,US,LGA,DCA,0,2,13,ontime
13,0,US,LGA,DCA,0,2,13,ontime
14,0,US,LGA,DCA,0,2,13,ontime
15,0,US,LGA,DCA,0,2,13,ontime
16,0,US,LGA,DCA,0,2,13,delayed
17,1,US,LGA,DCA,0,2,13,ontime
18,0,US,LGA,DCA,0,2,13,ontime
19,0,US,LGA,DCA,0,2,13,ontime
20,0,US,LGA,DCA,0,2,13,ontime
21,0,US,LGA,DCA,0,2,13,ontime
10,0,RU,EWR,BWI,0,2,13,ontime
17,1,RU,EWR,BWI,0,2,13,delayed
7,0,RU,EWR,BWI,0,2,13,ontime
15,1,RU,EWR,BWI,0,2,13,delayed
7,0,CO,EWR,DCA,0,2,13,ontime
17,1,CO,EWR,DCA,0,2,13,delayed
19,1,CO,EWR,DCA,0,2,13,delayed
13,0,CO,EWR,DCA,0,2,13,ontime
8,0,DH,EWR,IAD,0,2,13,ontime
17,0,DH,EWR,IAD,0,2,13,ontime
12,0,DH,EWR,IAD,0,2,13,ontime
21,0,DH,EWR,IAD,0,2,13,ontime
6,0,DH,EWR,IAD,0,2,13,ontime
14,1,DH,EWR,IAD,0,2,13,delayed
13,0,RU,EWR,IAD,0,2,13,ontime
7,0,RU,EWR,IAD,0,2,13,ontime
15,0,RU,EWR,IAD,0,2,13,ontime
17,0,RU,EWR,IAD,0,2,13,ontime
14,0,RU,EWR,DCA,0,2,13,ontime
19,1,RU,EWR,IAD,0,2,13,delayed
15,0,RU,EWR,DCA,0,2,13,ontime
6,0,RU,EWR,DCA,0,2,13,ontime
16,0,RU,EWR,DCA,0,2,13,ontime
9,0,RU,EWR,DCA,0,2,13,ontime
21,0,RU,EWR,DCA,0,2,13,ontime
15,1,OH,JFK,BWI,0,3,14,ontime
16,0,DH,JFK,DCA,0,3,14,ontime
12,0,DH,LGA,IAD,0,3,14,ontime
17,1,DH,LGA,IAD,0,3,14,ontime
21,0,DH,LGA,IAD,0,3,14,ontime
6,0,DH,LGA,IAD,0,3,14,ontime
10,0,DH,LGA,IAD,0,3,14,ontime
8,1,DH,JFK,IAD,0,3,14,ontime
12,1,DH,JFK,IAD,0,3,14,ontime
15,0,DH,JFK,IAD,0,3,14,ontime
16,0,DH,JFK,IAD,0,3,14,ontime
17,0,DH,JFK,IAD,0,3,14,ontime
21,0,DH,JFK,IAD,0,3,14,ontime
16,1,DH,JFK,IAD,0,3,14,ontime
15,0,DL,JFK,DCA,0,3,14,ontime
6,1,DL,LGA,DCA,0,3,14,ontime
7,0,DL,LGA,DCA,0,3,14,ontime
8,0,DL,LGA,DCA,0,3,14,ontime
9,0,DL,LGA,DCA,0,3,14,ontime
10,0,DL,LGA,DCA,0,3,14,ontime
11,1,DL,LGA,DCA,0,3,14,delayed
12,0,DL,LGA,DCA,0,3,14,ontime
13,0,DL,LGA,DCA,0,3,14,ontime
14,1,DL,LGA,DCA,0,3,14,ontime
15,0,DL,LGA,DCA,0,3,14,delayed
16,1,DL,LGA,DCA,0,3,14,ontime
17,0,DL,LGA,DCA,0,3,14,ontime
18,0,DL,LGA,DCA,0,3,14,ontime
19,0,DL,LGA,DCA,0,3,14,delayed
20,0,DL,LGA,DCA,0,3,14,delayed
15,0,MQ,JFK,DCA,0,3,14,ontime
6,0,MQ,JFK,DCA,0,3,14,ontime
18,0,MQ,JFK,DCA,0,3,14,ontime
7,0,MQ,LGA,DCA,0,3,14,delayed
8,0,MQ,LGA,DCA,0,3,14,ontime
9,0,MQ,LGA,DCA,0,3,14,ontime
11,1,MQ,LGA,DCA,0,3,14,delayed
13,0,MQ,LGA,DCA,0,3,14,ontime
15,0,MQ,LGA,DCA,0,3,14,ontime
16,1,MQ,LGA,DCA,0,3,14,ontime
17,0,MQ,LGA,DCA,0,3,14,ontime
19,1,MQ,LGA,DCA,0,3,14,ontime
8,0,UA,LGA,IAD,0,3,14,ontime
6,0,US,LGA,DCA,0,3,14,ontime
7,0,US,LGA,DCA,0,3,14,ontime
8,0,US,LGA,DCA,0,3,14,ontime
9,0,US,LGA,DCA,0,3,14,ontime
10,1,US,LGA,DCA,0,3,14,ontime
11,0,US,LGA,DCA,0,3,14,ontime
12,0,US,LGA,DCA,0,3,14,ontime
13,0,US,LGA,DCA,0,3,14,ontime
14,0,US,LGA,DCA,0,3,14,ontime
15,0,US,LGA,DCA,0,3,14,ontime
16,0,US,LGA,DCA,0,3,14,ontime
17,0,US,LGA,DCA,0,3,14,ontime
18,0,US,LGA,DCA,0,3,14,ontime
19,0,US,LGA,DCA,0,3,14,ontime
20,0,US,LGA,DCA,0,3,14,delayed
21,0,US,LGA,DCA,0,3,14,ontime
7,0,RU,EWR,BWI,0,3,14,ontime
15,0,RU,EWR,BWI,0,3,14,ontime
17,1,RU,EWR,BWI,0,3,14,ontime
10,1,RU,EWR,BWI,0,3,14,ontime
13,0,CO,EWR,DCA,0,3,14,ontime
19,1,CO,EWR,DCA,0,3,14,ontime
7,0,CO,EWR,DCA,0,3,14,ontime
17,1,CO,EWR,DCA,0,3,14,delayed
8,1,DH,EWR,IAD,0,3,14,ontime
17,0,DH,EWR,IAD,0,3,14,ontime
12,0,DH,EWR,IAD,0,3,14,ontime
21,1,DH,EWR,IAD,0,3,14,delayed
6,0,DH,EWR,IAD,0,3,14,ontime
14,1,DH,EWR,IAD,0,3,14,delayed
7,0,RU,EWR,IAD,0,3,14,ontime
17,1,RU,EWR,IAD,0,3,14,ontime
9,0,RU,EWR,DCA,0,3,14,ontime
14,0,RU,EWR,DCA,0,3,14,ontime
6,0,RU,EWR,DCA,0,3,14,ontime
15,0,RU,EWR,IAD,0,3,14,ontime
16,0,RU,EWR,DCA,0,3,14,ontime
19,0,RU,EWR,IAD,0,3,14,ontime
13,0,RU,EWR,IAD,0,3,14,ontime
15,0,RU,EWR,DCA,0,3,14,ontime
21,0,RU,EWR,DCA,0,3,14,ontime
15,0,OH,JFK,BWI,0,4,15,ontime
16,0,DH,JFK,DCA,0,4,15,ontime
12,1,DH,LGA,IAD,0,4,15,ontime
15,1,DH,LGA,IAD,0,4,15,delayed
21,1,DH,LGA,IAD,0,4,15,delayed
8,1,DH,JFK,IAD,0,4,15,ontime
12,0,DH,JFK,IAD,0,4,15,ontime
15,1,DH,JFK,IAD,0,4,15,ontime
16,0,DH,JFK,IAD,0,4,15,ontime
17,0,DH,JFK,IAD,0,4,15,ontime
21,1,DH,JFK,IAD,0,4,15,ontime
16,0,DH,JFK,IAD,0,4,15,ontime
15,1,DL,JFK,DCA,0,4,15,ontime
6,0,DL,LGA,DCA,0,4,15,ontime
7,0,DL,LGA,DCA,0,4,15,delayed
9,1,DL,LGA,DCA,0,4,15,ontime
11,0,DL,LGA,DCA,0,4,15,ontime
13,0,DL,LGA,DCA,0,4,15,ontime
14,0,DL,LGA,DCA,0,4,15,ontime
15,0,DL,LGA,DCA,0,4,15,ontime
16,0,DL,LGA,DCA,0,4,15,ontime
17,1,DL,LGA,DCA,0,4,15,ontime
18,1,DL,LGA,DCA,0,4,15,ontime
19,0,DL,LGA,DCA,0,4,15,delayed
20,0,DL,LGA,DCA,0,4,15,delayed
15,0,MQ,JFK,DCA,0,4,15,ontime
6,0,MQ,JFK,DCA,0,4,15,ontime
18,1,MQ,JFK,DCA,0,4,15,ontime
8,0,MQ,LGA,DCA,0,4,15,delayed
11,0,MQ,LGA,DCA,0,4,15,ontime
13,1,MQ,LGA,DCA,0,4,15,delayed
14,0,MQ,LGA,DCA,0,4,15,ontime
15,1,MQ,LGA,DCA,0,4,15,ontime
16,1,MQ,LGA,DCA,0,4,15,delayed
17,1,MQ,LGA,DCA,0,4,15,delayed
19,1,MQ,LGA,DCA,0,4,15,delayed
8,1,UA,LGA,IAD,0,4,15,delayed
6,0,US,LGA,DCA,0,4,15,delayed
8,1,US,LGA,DCA,0,4,15,ontime
9,1,US,LGA,DCA,0,4,15,delayed
11,0,US,LGA,DCA,0,4,15,ontime
12,0,US,LGA,DCA,0,4,15,ontime
14,0,US,LGA,DCA,0,4,15,ontime
15,0,US,LGA,DCA,0,4,15,ontime
16,0,US,LGA,DCA,0,4,15,ontime
17,1,US,LGA,DCA,0,4,15,ontime
18,0,US,LGA,DCA,0,4,15,ontime
19,0,US,LGA,DCA,0,4,15,delayed
21,0,US,LGA,DCA,0,4,15,delayed
15,0,RU,EWR,BWI,0,4,15,ontime
10,0,RU,EWR,BWI,0,4,15,delayed
17,1,RU,EWR,BWI,0,4,15,delayed
7,1,CO,EWR,DCA,0,4,15,delayed
19,1,CO,EWR,DCA,0,4,15,delayed
13,0,CO,EWR,DCA,0,4,15,ontime
8,0,DH,EWR,IAD,0,4,15,ontime
12,0,DH,EWR,IAD,0,4,15,ontime
21,0,DH,EWR,IAD,0,4,15,ontime
6,0,DH,EWR,IAD,0,4,15,ontime
6,0,RU,EWR,DCA,0,4,15,ontime
19,1,RU,EWR,IAD,0,4,15,delayed
7,0,RU,EWR,IAD,0,4,15,delayed
13,1,RU,EWR,IAD,0,4,15,delayed
16,1,RU,EWR,DCA,0,4,15,ontime
15,0,RU,EWR,DCA,0,4,15,ontime
15,1,RU,EWR,IAD,0,4,15,ontime
21,1,RU,EWR,DCA,0,4,15,delayed
9,1,RU,EWR,DCA,0,4,15,delayed
14,0,RU,EWR,DCA,0,4,15,ontime
15,0,OH,JFK,BWI,0,5,16,ontime
16,1,DH,JFK,DCA,0,5,16,ontime
15,1,DH,LGA,IAD,0,5,16,delayed
17,1,DH,LGA,IAD,0,5,16,delayed
21,0,DH,LGA,IAD,0,5,16,ontime
6,0,DH,LGA,IAD,0,5,16,ontime
8,0,DH,JFK,IAD,0,5,16,ontime
12,1,DH,JFK,IAD,0,5,16,ontime
15,0,DH,JFK,IAD,0,5,16,ontime
16,1,DH,JFK,IAD,0,5,16,ontime
17,0,DH,JFK,IAD,0,5,16,ontime
21,1,DH,JFK,IAD,0,5,16,ontime
16,0,DH,JFK,IAD,0,5,16,ontime
15,1,DL,JFK,DCA,0,5,16,delayed
6,0,DL,LGA,DCA,0,5,16,ontime
7,1,DL,LGA,DCA,0,5,16,ontime
8,0,DL,LGA,DCA,0,5,16,delayed
9,0,DL,LGA,DCA,0,5,16,ontime
10,1,DL,LGA,DCA,0,5,16,delayed
11,0,DL,LGA,DCA,0,5,16,ontime
12,0,DL,LGA,DCA,0,5,16,ontime
13,1,DL,LGA,DCA,0,5,16,ontime
14,0,DL,LGA,DCA,0,5,16,ontime
15,1,DL,LGA,DCA,0,5,16,ontime
16,0,DL,LGA,DCA,0,5,16,ontime
17,0,DL,LGA,DCA,0,5,16,ontime
18,0,DL,LGA,DCA,0,5,16,ontime
19,1,DL,LGA,DCA,0,5,16,ontime
20,0,DL,LGA,DCA,0,5,16,ontime
15,0,MQ,JFK,DCA,0,5,16,ontime
6,0,MQ,JFK,DCA,0,5,16,ontime
18,1,MQ,JFK,DCA,0,5,16,delayed
8,0,MQ,LGA,DCA,0,5,16,delayed
9,0,MQ,LGA,DCA,0,5,16,delayed
11,1,MQ,LGA,DCA,0,5,16,delayed
13,1,MQ,LGA,DCA,0,5,16,delayed
14,1,MQ,LGA,DCA,0,5,16,delayed
16,1,MQ,LGA,DCA,0,5,16,delayed
17,1,MQ,LGA,DCA,0,5,16,delayed
19,1,MQ,LGA,DCA,0,5,16,delayed
8,1,UA,LGA,IAD,0,5,16,delayed
6,0,US,LGA,DCA,0,5,16,ontime
7,0,US,LGA,DCA,0,5,16,ontime
8,0,US,LGA,DCA,0,5,16,ontime
9,0,US,LGA,DCA,0,5,16,delayed
10,0,US,LGA,DCA,0,5,16,ontime
11,0,US,LGA,DCA,0,5,16,ontime
12,0,US,LGA,DCA,0,5,16,ontime
13,0,US,LGA,DCA,0,5,16,ontime
14,0,US,LGA,DCA,0,5,16,ontime
15,0,US,LGA,DCA,0,5,16,ontime
16,0,US,LGA,DCA,0,5,16,ontime
17,0,US,LGA,DCA,0,5,16,ontime
18,0,US,LGA,DCA,0,5,16,ontime
19,0,US,LGA,DCA,0,5,16,delayed
20,0,US,LGA,DCA,0,5,16,ontime
21,0,US,LGA,DCA,0,5,16,ontime
17,1,RU,EWR,BWI,0,5,16,delayed
10,1,RU,EWR,BWI,0,5,16,delayed
15,1,RU,EWR,BWI,0,5,16,delayed
7,0,RU,EWR,BWI,0,5,16,ontime
13,1,CO,EWR,DCA,0,5,16,delayed
17,1,CO,EWR,DCA,0,5,16,delayed
7,0,CO,EWR,DCA,0,5,16,ontime
8,0,DH,EWR,IAD,0,5,16,ontime
17,1,DH,EWR,IAD,0,5,16,ontime
12,1,DH,EWR,IAD,0,5,16,ontime
21,0,DH,EWR,IAD,0,5,16,ontime
6,1,DH,EWR,IAD,0,5,16,delayed
15,1,RU,EWR,IAD,0,5,16,delayed
6,0,RU,EWR,DCA,0,5,16,ontime
15,1,RU,EWR,DCA,0,5,16,delayed
14,1,RU,EWR,DCA,0,5,16,delayed
16,1,RU,EWR,DCA,0,5,16,delayed
13,1,RU,EWR,IAD,0,5,16,delayed
9,0,RU,EWR,DCA,0,5,16,ontime
19,1,RU,EWR,IAD,0,5,16,delayed
7,0,RU,EWR,IAD,0,5,16,ontime
21,0,RU,EWR,DCA,0,5,16,ontime
17,1,RU,EWR,IAD,0,5,16,delayed
15,0,OH,JFK,BWI,0,6,17,ontime
16,0,DH,JFK,DCA,0,6,17,ontime
12,0,DH,LGA,IAD,0,6,17,ontime
17,0,DH,LGA,IAD,0,6,17,ontime
21,1,DH,LGA,IAD,0,6,17,delayed
8,1,DH,JFK,IAD,0,6,17,ontime
12,0,DH,JFK,IAD,0,6,17,ontime
16,0,DH,JFK,IAD,0,6,17,ontime
17,1,DH,JFK,IAD,0,6,17,delayed
21,1,DH,JFK,IAD,0,6,17,delayed
18,1,DH,JFK,IAD,0,6,17,delayed
15,1,DL,JFK,DCA,0,6,17,delayed
7,0,DL,LGA,DCA,0,6,17,ontime
8,0,DL,LGA,DCA,0,6,17,ontime
10,0,DL,LGA,DCA,0,6,17,ontime
14,0,DL,LGA,DCA,0,6,17,ontime
16,1,DL,LGA,DCA,0,6,17,delayed
18,0,DL,LGA,DCA,0,6,17,ontime
20,0,DL,LGA,DCA,0,6,17,ontime
15,0,MQ,JFK,DCA,0,6,17,ontime
6,0,MQ,JFK,DCA,0,6,17,ontime
18,0,MQ,JFK,DCA,0,6,17,ontime
9,0,MQ,LGA,DCA,0,6,17,ontime
13,0,MQ,LGA,DCA,0,6,17,ontime
8,0,UA,LGA,IAD,0,6,17,ontime
7,0,US,LGA,DCA,0,6,17,ontime
9,0,US,LGA,DCA,0,6,17,ontime
11,0,US,LGA,DCA,0,6,17,ontime
13,0,US,LGA,DCA,0,6,17,ontime
15,0,US,LGA,DCA,0,6,17,ontime
17,0,US,LGA,DCA,0,6,17,ontime
19,0,US,LGA,DCA,0,6,17,ontime
17,0,RU,EWR,BWI,0,6,17,ontime
15,0,RU,EWR,BWI,0,6,17,ontime
10,0,RU,EWR,BWI,0,6,17,ontime
7,0,RU,EWR,BWI,0,6,17,ontime
13,0,CO,EWR,DCA,0,6,17,ontime
8,0,DH,EWR,IAD,0,6,17,ontime
17,0,DH,EWR,IAD,0,6,17,ontime
12,0,DH,EWR,IAD,0,6,17,ontime
21,0,DH,EWR,IAD,0,6,17,delayed
7,0,RU,EWR,IAD,0,6,17,ontime
16,1,RU,EWR,DCA,0,6,17,ontime
17,0,RU,EWR,DCA,0,6,17,ontime
14,0,RU,EWR,DCA,0,6,17,ontime
15,0,RU,EWR,IAD,0,6,17,ontime
9,0,RU,EWR,DCA,0,6,17,ontime
17,0,RU,EWR,IAD,0,6,17,ontime
6,0,RU,EWR,DCA,0,6,17,ontime
15,0,OH,JFK,BWI,0,7,18,ontime
16,1,DH,JFK,DCA,0,7,18,delayed
12,1,DH,LGA,IAD,0,7,18,ontime
15,1,DH,LGA,IAD,0,7,18,delayed
17,1,DH,LGA,IAD,0,7,18,delayed
21,0,DH,LGA,IAD,0,7,18,ontime
8,0,DH,JFK,IAD,0,7,18,ontime
12,1,DH,JFK,IAD,0,7,18,ontime
15,1,DH,JFK,IAD,0,7,18,delayed
16,1,DH,JFK,IAD,0,7,18,ontime
17,0,DH,JFK,IAD,0,7,18,delayed
21,0,DH,JFK,IAD,0,7,18,ontime
16,1,DH,JFK,IAD,0,7,18,delayed
15,1,DL,JFK,DCA,0,7,18,delayed
8,0,DL,LGA,DCA,0,7,18,ontime
10,0,DL,LGA,DCA,0,7,18,ontime
12,0,DL,LGA,DCA,0,7,18,delayed
14,0,DL,LGA,DCA,0,7,18,ontime
16,1,DL,LGA,DCA,0,7,18,ontime
18,1,DL,LGA,DCA,0,7,18,delayed
20,0,DL,LGA,DCA,0,7,18,ontime
15,1,MQ,JFK,DCA,0,7,18,delayed
6,0,MQ,JFK,DCA,0,7,18,delayed
9,0,MQ,JFK,DCA,0,7,18,ontime
18,1,MQ,JFK,DCA,0,7,18,delayed
13,1,MQ,LGA,DCA,0,7,18,delayed
15,1,MQ,LGA,DCA,0,7,18,delayed
17,1,MQ,LGA,DCA,0,7,18,delayed
19,1,MQ,LGA,DCA,0,7,18,delayed
8,0,UA,LGA,IAD,0,7,18,ontime
9,0,US,LGA,DCA,0,7,18,ontime
10,0,US,LGA,DCA,0,7,18,ontime
11,1,US,LGA,DCA,0,7,18,ontime
12,0,US,LGA,DCA,0,7,18,ontime
13,0,US,LGA,DCA,0,7,18,delayed
14,0,US,LGA,DCA,0,7,18,ontime
16,0,US,LGA,DCA,0,7,18,delayed
18,0,US,LGA,DCA,0,7,18,ontime
19,0,US,LGA,DCA,0,7,18,ontime
20,0,US,LGA,DCA,0,7,18,ontime
21,0,US,LGA,DCA,0,7,18,ontime
10,1,RU,EWR,BWI,1,7,18,delayed
13,0,RU,EWR,BWI,0,7,18,delayed
15,1,RU,EWR,BWI,0,7,18,delayed
13,0,CO,EWR,DCA,0,7,18,ontime
16,1,CO,EWR,DCA,0,7,18,delayed
19,1,CO,EWR,DCA,0,7,18,delayed
8,0,DH,EWR,IAD,0,7,18,ontime
17,1,DH,EWR,IAD,0,7,18,delayed
12,1,DH,EWR,IAD,0,7,18,delayed
21,0,DH,EWR,IAD,0,7,18,ontime
15,1,RU,EWR,IAD,0,7,18,delayed
14,1,RU,EWR,DCA,0,7,18,delayed
8,0,RU,EWR,IAD,0,7,18,ontime
9,0,RU,EWR,DCA,0,7,18,ontime
15,0,OH,JFK,BWI,0,1,19,ontime
16,0,DH,JFK,DCA,0,1,19,ontime
12,1,DH,LGA,IAD,0,1,19,ontime
15,0,DH,LGA,IAD,0,1,19,ontime
17,0,DH,LGA,IAD,0,1,19,ontime
21,0,DH,LGA,IAD,0,1,19,delayed
6,1,DH,LGA,IAD,0,1,19,delayed
10,0,DH,LGA,IAD,0,1,19,ontime
8,0,DH,JFK,IAD,0,1,19,ontime
12,0,DH,JFK,IAD,0,1,19,ontime
15,0,DH,JFK,IAD,0,1,19,ontime
16,0,DH,JFK,IAD,0,1,19,ontime
17,0,DH,JFK,IAD,0,1,19,ontime
21,1,DH,JFK,IAD,0,1,19,ontime
16,0,DH,JFK,IAD,0,1,19,ontime
15,1,DL,JFK,DCA,0,1,19,delayed
7,1,DL,LGA,DCA,0,1,19,ontime
8,1,DL,LGA,DCA,0,1,19,ontime
10,0,DL,LGA,DCA,0,1,19,ontime
12,1,DL,LGA,DCA,0,1,19,ontime
14,1,DL,LGA,DCA,0,1,19,ontime
15,0,DL,LGA,DCA,0,1,19,ontime
16,0,DL,LGA,DCA,0,1,19,ontime
18,0,DL,LGA,DCA,0,1,19,ontime
19,0,DL,LGA,DCA,0,1,19,ontime
20,0,DL,LGA,DCA,0,1,19,ontime
15,1,MQ,JFK,DCA,0,1,19,ontime
6,0,MQ,JFK,DCA,0,1,19,ontime
18,1,MQ,JFK,DCA,0,1,19,delayed
7,1,MQ,LGA,DCA,0,1,19,delayed
8,1,MQ,LGA,DCA,0,1,19,delayed
9,0,MQ,LGA,DCA,0,1,19,ontime
11,0,MQ,LGA,DCA,0,1,19,ontime
13,0,MQ,LGA,DCA,0,1,19,ontime
14,0,MQ,LGA,DCA,0,1,19,ontime
15,1,MQ,LGA,DCA,0,1,19,delayed
16,0,MQ,LGA,DCA,0,1,19,ontime
17,1,MQ,LGA,DCA,0,1,19,ontime
19,1,MQ,LGA,DCA,0,1,19,delayed
8,0,UA,LGA,IAD,0,1,19,ontime
6,0,US,LGA,DCA,0,1,19,ontime
7,0,US,LGA,DCA,0,1,19,ontime
8,0,US,LGA,DCA,0,1,19,ontime
9,0,US,LGA,DCA,0,1,19,ontime
10,0,US,LGA,DCA,0,1,19,ontime
11,0,US,LGA,DCA,0,1,19,ontime
12,0,US,LGA,DCA,0,1,19,ontime
13,0,US,LGA,DCA,0,1,19,ontime
14,0,US,LGA,DCA,0,1,19,ontime
15,0,US,LGA,DCA,0,1,19,ontime
16,0,US,LGA,DCA,0,1,19,ontime
17,0,US,LGA,DCA,0,1,19,ontime
18,0,US,LGA,DCA,0,1,19,ontime
19,0,US,LGA,DCA,0,1,19,ontime
20,0,US,LGA,DCA,0,1,19,ontime
21,0,US,LGA,DCA,0,1,19,ontime
17,0,RU,EWR,BWI,0,1,19,ontime
10,0,RU,EWR,BWI,0,1,19,ontime
7,0,RU,EWR,BWI,0,1,19,ontime
15,0,RU,EWR,BWI,0,1,19,ontime
17,1,CO,EWR,DCA,0,1,19,delayed
13,0,CO,EWR,DCA,0,1,19,ontime
